Team,Year,Week,Points,Pts_Against,Result,Opponent,W,L,D
LOTH,2016,2,121.00,94,W,CRAIG,1,0,0
LOTH,2016,3,110.00,100,W,COLLIN,1,0,0
LOTH,2016,4,64.00,79,L,FIELER,0,1,0
LOTH,2016,5,109.00,125,L,MURPH,0,1,0
LOTH,2016,6,93.00,74,W,RYAN,1,0,0
LOTH,2016,7,87.00,102,L,BISCH,0,1,0
LOTH,2016,8,123.00,93,W,DUKE,1,0,0
LOTH,2016,9,89.00,106,L,HAMM,0,1,0
LOTH,2016,10,98.00,73,W,CAP,1,0,0
LOTH,2016,11,64.00,75,L,ERIC,0,1,0
LOTH,2016,12,73.00,60,W,JAMES,1,0,0
LOTH,2016,13,96.00,162,L,CRAIG,0,1,0
LOTH,2016,14,57.00,123,L,DUKE,0,1,0
LOTH,2016,15,132.00,93,W,HAMM,1,0,0
LOTH,2016,16,99.00,75,W,COLLIN,1,0,0
MURPH,2016,1,69.00,116,L,CAP,0,1,0
MURPH,2016,2,89.00,87,W,ERIC,1,0,0
MURPH,2016,3,101.00,78,W,JAMES,1,0,0
MURPH,2016,4,117.00,114,W,CRAIG,1,0,0
MURPH,2016,5,125.00,109,W,LOTH,1,0,0
MURPH,2016,6,101.00,113,L,FIELER,0,1,0
MURPH,2016,7,92.00,95,L,COLLIN,0,1,0
MURPH,2016,8,96.00,49,W,RYAN,1,0,0
MURPH,2016,9,95.00,83,W,BISCH,1,0,0
MURPH,2016,10,93.00,93.01,L,DUKE,0,1,0
MURPH,2016,11,117.00,89,W,HAMM,1,0,0
MURPH,2016,12,142.00,74,W,CAP,1,0,0
MURPH,2016,13,103.00,77,W,ERIC,1,0,0
MURPH,2016,14,92.00,60,W,ERIC,1,0,0
MURPH,2016,15,91.00,103,L,FIELER,0,1,0
MURPH,2016,16,103.00,114,L,DUKE,0,1,0
FIELER,2016,1,69.00,98,L,ERIC,0,1,0
FIELER,2016,2,111.00,73,W,JAMES,1,0,0
FIELER,2016,3,89.00,139,L,CRAIG,0,1,0
FIELER,2016,4,79.00,64,W,LOTH,1,0,0
FIELER,2016,5,98.00,98,W,COLLIN,1,0,0
FIELER,2016,6,113.00,101,W,MURPH,1,0,0
FIELER,2016,7,83.00,89,L,RYAN,0,1,0
FIELER,2016,8,98.00,76,W,BISCH,1,0,0
FIELER,2016,9,112.00,149,L,DUKE,0,1,0
FIELER,2016,10,92.00,121,L,HAMM,0,1,0
FIELER,2016,11,90.00,85,W,CAP,1,0,0
FIELER,2016,12,116.00,93,W,ERIC,1,0,0
FIELER,2016,13,94.00,98,L,JAMES,0,1,0
FIELER,2016,14,89.00,80,W,HAMM,1,0,0
FIELER,2016,15,103.00,91,W,MURPH,1,0,0
FIELER,2016,16,121.00,136,L,CRAIG,0,1,0
ERIC,2016,1,98.00,69,W,FIELER,1,0,0
ERIC,2016,2,87.00,89,L,MURPH,0,1,0
ERIC,2016,3,50.00,71,L,RYAN,0,1,0
ERIC,2016,4,77.00,74,W,BISCH,1,0,0
ERIC,2016,5,84.00,72,W,DUKE,1,0,0
ERIC,2016,6,97.00,138,L,HAMM,0,1,0
ERIC,2016,7,125.00,66,W,CAP,1,0,0
ERIC,2016,8,114.00,56,W,COLLIN,1,0,0
ERIC,2016,9,90.00,85,W,JAMES,1,0,0
ERIC,2016,10,80.00,150,L,CRAIG,0,1,0
ERIC,2016,11,75.00,64,W,LOTH,1,0,0
ERIC,2016,12,93.00,116,L,FIELER,0,1,0
ERIC,2016,13,77.00,103,L,MURPH,0,1,0
ERIC,2016,14,60.00,92,L,MURPH,0,1,0
ERIC,2016,15,71.00,97,L,COLLIN,0,1,0
ERIC,2016,16,85.00,78,W,HAMM,1,0,0
RYAN,2016,1,93.00,125,L,HAMM,0,1,0
RYAN,2016,2,89.00,108,L,CAP,0,1,0
RYAN,2016,3,71.00,50,W,ERIC,1,0,0
RYAN,2016,4,88.00,105,L,JAMES,0,1,0
RYAN,2016,5,103.00,126,L,CRAIG,0,1,0
RYAN,2016,6,74.00,93,L,LOTH,0,1,0
RYAN,2016,7,89.00,83,W,FIELER,1,0,0
RYAN,2016,8,49.00,96,L,MURPH,0,1,0
RYAN,2016,9,66.00,101,L,COLLIN,0,1,0
RYAN,2016,10,92.00,107,L,BISCH,0,1,0
RYAN,2016,11,67.00,104,L,DUKE,0,1,0
RYAN,2016,12,58.00,94,L,HAMM,0,1,0
RYAN,2016,13,59.00,73,L,CAP,0,1,0
RYAN,2016,14,52.00,64,L,CAP,0,1,0
RYAN,2016,15,68.00,77,L,JAMES,0,1,0
RYAN,2016,16,78.00,61,W,CAP,1,0,0
COLLIN,2016,1,121.00,117,W,CRAIG,1,0,0
COLLIN,2016,2,75.00,73,W,DUKE,1,0,0
COLLIN,2016,3,100.00,110,L,LOTH,0,1,0
COLLIN,2016,4,66.00,94,L,HAMM,0,1,0
COLLIN,2016,5,98.00,98.01,L,FIELER,0,1,0
COLLIN,2016,6,95.00,53,W,CAP,1,0,0
COLLIN,2016,7,95.00,92,W,MURPH,1,0,0
COLLIN,2016,8,56.00,114,L,ERIC,0,1,0
COLLIN,2016,9,101.00,66,W,RYAN,1,0,0
COLLIN,2016,10,63.00,88,L,JAMES,0,1,0
COLLIN,2016,11,85.00,79,W,BISCH,1,0,0
COLLIN,2016,12,116.00,118,L,CRAIG,0,1,0
COLLIN,2016,13,77.00,65,W,DUKE,1,0,0
COLLIN,2016,14,54.00,137,L,CRAIG,0,1,0
COLLIN,2016,15,97.00,71,W,ERIC,1,0,0
COLLIN,2016,16,75.00,99,L,LOTH,0,1,0
CAP,2016,1,116.00,69,W,MURPH,1,0,0
CAP,2016,2,108.00,89,W,RYAN,1,0,0
CAP,2016,3,58.00,87,L,BISCH,0,1,0
CAP,2016,4,87.00,85,W,DUKE,1,0,0
CAP,2016,5,107.00,89,W,HAMM,1,0,0
CAP,2016,6,53.00,95,L,COLLIN,0,1,0
CAP,2016,7,66.00,125,L,ERIC,0,1,0
CAP,2016,8,71.00,99,L,JAMES,0,1,0
CAP,2016,9,69.00,103,L,CRAIG,0,1,0
CAP,2016,10,73.00,98,L,LOTH,0,1,0
CAP,2016,11,85.00,90,L,FIELER,0,1,0
CAP,2016,12,74.00,142,L,MURPH,0,1,0
CAP,2016,13,73.00,59,W,RYAN,1,0,0
CAP,2016,14,64.00,52,W,RYAN,1,0,0
CAP,2016,15,49.00,70,L,BISCH,0,1,0
CAP,2016,16,61.00,78,L,RYAN,0,1,0
DUKE,2016,1,93.00,102,L,BISCH,0,1,0
DUKE,2016,2,73.00,75,L,COLLIN,0,1,0
DUKE,2016,3,123.00,110,W,HAMM,1,0,0
DUKE,2016,4,85.00,87,L,CAP,0,1,0
DUKE,2016,5,72.00,84,L,ERIC,0,1,0
DUKE,2016,6,83.00,83,W,JAMES,1,0,0
DUKE,2016,7,133.00,93,W,CRAIG,1,0,0
DUKE,2016,8,93.00,123,L,LOTH,0,1,0
DUKE,2016,9,149.00,112,W,FIELER,1,0,0
DUKE,2016,10,93.00,93,W,MURPH,1,0,0
DUKE,2016,11,104.00,67,W,RYAN,1,0,0
DUKE,2016,12,117.00,92,W,BISCH,1,0,0
DUKE,2016,13,65.00,77,L,COLLIN,0,1,0
DUKE,2016,14,123.00,57,W,LOTH,1,0,0
DUKE,2016,15,88.00,104,L,CRAIG,0,1,0
DUKE,2016,16,114.00,103,W,MURPH,1,0,0
JAMES,2016,1,92.00,128,L,LOTH,0,1,0
JAMES,2016,2,73.00,111,L,FIELER,0,1,0
JAMES,2016,3,78.00,101,L,MURPH,0,1,0
JAMES,2016,4,105.00,88,W,RYAN,1,0,0
JAMES,2016,5,70.00,45,W,BISCH,1,0,0
JAMES,2016,6,83.00,83.01,L,DUKE,0,1,0
JAMES,2016,7,75.00,78,L,HAMM,0,1,0
JAMES,2016,8,99.00,71,W,CAP,1,0,0
JAMES,2016,9,85.00,90,L,ERIC,0,1,0
JAMES,2016,10,88.00,63,W,COLLIN,1,0,0
JAMES,2016,11,97.00,119,L,CRAIG,0,1,0
JAMES,2016,12,60.00,73,L,LOTH,0,1,0
JAMES,2016,13,98.00,94,W,FIELER,1,0,0
JAMES,2016,14,65.00,70,L,BISCH,0,1,0
JAMES,2016,15,77.00,68,W,RYAN,1,0,0
JAMES,2016,16,59.00,81,L,BISCH,0,1,0
BISCH,2016,1,102.00,93,W,DUKE,1,0,0
BISCH,2016,2,109.00,86,W,HAMM,1,0,0
BISCH,2016,3,87.00,58,W,CAP,1,0,0
BISCH,2016,4,74.00,77,L,ERIC,0,1,0
BISCH,2016,5,45.00,70,L,JAMES,0,1,0
BISCH,2016,6,65.00,100,L,CRAIG,0,1,0
BISCH,2016,7,102.00,87,W,LOTH,1,0,0
BISCH,2016,8,76.00,98,L,FIELER,0,1,0
BISCH,2016,9,83.00,95,L,MURPH,0,1,0
BISCH,2016,10,107.00,92,W,RYAN,1,0,0
BISCH,2016,11,79.00,85,L,COLLIN,0,1,0
BISCH,2016,12,92.00,117,L,DUKE,0,1,0
BISCH,2016,13,98.00,127,L,HAMM,0,1,0
BISCH,2016,14,70.00,65,W,JAMES,1,0,0
BISCH,2016,15,70.00,49,W,CAP,1,0,0
BISCH,2016,16,81.00,59,W,JAMES,1,0,0
HAMM,2015,1,120.00,84,W,CRAIG,1,0,0
HAMM,2015,2,92.00,90,W,RYAN,1,0,0
HAMM,2015,3,117.00,117,W,CAP,1,0,0
HAMM,2015,4,87.00,109,L,FIELER,0,1,0
HAMM,2015,5,88.00,89,L,JAMES,0,1,0
HAMM,2015,6,125.00,98,W,KYLE,1,0,0
HAMM,2015,7,89.00,80,W,LOTH,1,0,0
HAMM,2015,8,85.00,115,L,MURPH,0,1,0
HAMM,2015,9,75.00,107,L,ERIC,0,1,0
HAMM,2015,10,75.00,78,L,CRAIG,0,1,0
HAMM,2015,11,80.00,49,W,RYAN,1,0,0
HAMM,2015,12,94.00,106,L,CAP,0,1,0
HAMM,2015,13,92.00,91,W,FIELER,1,0,0
HAMM,2015,14,88.00,84,W,MURPH,1,0,0
HAMM,2015,15,112.00,104,W,RYAN,1,0,0
HAMM,2015,16,101.00,71,W,CAP,1,0,0
CRAIG,2015,1,84.00,120,L,HAMM,0,1,0
CRAIG,2015,2,94.00,79,W,MURPH,1,0,0
CRAIG,2015,3,95.00,100,L,ERIC,0,1,0
CRAIG,2015,4,66.00,88,L,LOTH,0,1,0
CRAIG,2015,5,77.00,116,L,RYAN,0,1,0
CRAIG,2015,6,85.00,104,L,CAP,0,1,0
CRAIG,2015,7,84.00,127,L,FIELER,0,1,0
CRAIG,2015,8,76.00,89,L,JAMES,0,1,0
CRAIG,2015,9,107.00,100,W,KYLE,1,0,0
CRAIG,2015,10,78.00,75,W,HAMM,1,0,0
CRAIG,2015,11,112.00,85,W,MURPH,1,0,0
CRAIG,2015,12,110.00,66,W,ERIC,1,0,0
CRAIG,2015,13,148.00,69,W,LOTH,1,0,0
CRAIG,2015,14,104.00,110,L,FIELER,0,1,0
CRAIG,2015,15,148.00,105,W,KYLE,1,0,0
CRAIG,2015,16,100.00,71,W,ERIC,1,0,0
LOTH,2015,1,133.00,91,W,FIELER,1,0,0
LOTH,2015,2,103.00,86,W,JAMES,1,0,0
LOTH,2015,3,150.00,109,W,KYLE,1,0,0
LOTH,2015,4,88.00,66,W,CRAIG,1,0,0
LOTH,2015,5,88.00,103,L,MURPH,0,1,0
LOTH,2015,6,117.00,84,W,ERIC,1,0,0
LOTH,2015,7,80.00,89,L,HAMM,0,1,0
LOTH,2015,8,110.00,92,W,RYAN,1,0,0
LOTH,2015,9,105.00,95,W,CAP,1,0,0
LOTH,2015,10,89.00,91,L,FIELER,0,1,0
LOTH,2015,11,63.00,73,L,JAMES,0,1,0
LOTH,2015,12,75.00,94,L,KYLE,0,1,0
LOTH,2015,13,69.00,148,L,CRAIG,0,1,0
LOTH,2015,14,114.00,79,W,JAMES,1,0,0
LOTH,2015,15,82.00,93,L,CAP,0,1,0
LOTH,2015,16,51.00,134,L,RYAN,0,1,0
MURPH,2015,1,73.00,85,L,KYLE,0,1,0
MURPH,2015,2,79.00,94,L,CRAIG,0,1,0
MURPH,2015,3,128.00,62,W,FIELER,1,0,0
MURPH,2015,4,104.00,71,W,ERIC,1,0,0
MURPH,2015,5,103.00,88,W,LOTH,1,0,0
MURPH,2015,6,95.00,98,L,RYAN,0,1,0
MURPH,2015,7,83.00,105,L,CAP,0,1,0
MURPH,2015,8,115.00,85,W,HAMM,1,0,0
MURPH,2015,9,105.00,180,L,JAMES,0,1,0
MURPH,2015,10,126.00,94,W,KYLE,1,0,0
MURPH,2015,11,85.00,112,L,CRAIG,0,1,0
MURPH,2015,12,108.00,107,W,FIELER,1,0,0
MURPH,2015,13,109.00,64,W,ERIC,1,0,0
MURPH,2015,14,84.00,88,L,HAMM,0,1,0
MURPH,2015,15,104.00,130,L,JAMES,0,1,0
MURPH,2015,16,112.00,97,W,JAMES,1,0,0
FIELER,2015,1,91.00,133,L,LOTH,0,1,0
FIELER,2015,2,57.00,73,L,CAP,0,1,0
FIELER,2015,3,62.00,128,L,MURPH,0,1,0
FIELER,2015,4,109.00,87,W,HAMM,1,0,0
FIELER,2015,5,99.00,75,W,ERIC,1,0,0
FIELER,2015,6,121.00,93,W,JAMES,1,0,0
FIELER,2015,7,127.00,84,W,CRAIG,1,0,0
FIELER,2015,8,95.00,82,W,KYLE,1,0,0
FIELER,2015,9,71.00,80,L,RYAN,0,1,0
FIELER,2015,10,91.00,89,W,LOTH,1,0,0
FIELER,2015,11,96.00,53,W,CAP,1,0,0
FIELER,2015,12,107.00,108,L,MURPH,0,1,0
FIELER,2015,13,91.00,92,L,HAMM,0,1,0
FIELER,2015,14,110.00,104,W,CRAIG,1,0,0
FIELER,2015,15,107.00,120,L,ERIC,0,1,0
FIELER,2015,16,69.00,84,L,KYLE,0,1,0
ERIC,2015,1,82.00,118,L,JAMES,0,1,0
ERIC,2015,2,114.00,98,W,KYLE,1,0,0
ERIC,2015,3,100.00,95,W,CRAIG,1,0,0
ERIC,2015,4,71.00,104,L,MURPH,0,1,0
ERIC,2015,5,75.00,99,L,FIELER,0,1,0
ERIC,2015,6,84.00,117,L,LOTH,0,1,0
ERIC,2015,7,102.00,128,L,RYAN,0,1,0
ERIC,2015,8,65.00,98,L,CAP,0,1,0
ERIC,2015,9,107.00,75,W,HAMM,1,0,0
ERIC,2015,10,83.00,102,L,JAMES,0,1,0
ERIC,2015,11,53.00,84,L,KYLE,0,1,0
ERIC,2015,12,66.00,110,L,CRAIG,0,1,0
ERIC,2015,13,64.00,109,L,MURPH,0,1,0
ERIC,2015,14,82.00,79,W,KYLE,1,0,0
ERIC,2015,15,120.00,107,W,FIELER,1,0,0
ERIC,2015,16,71.00,100,L,CRAIG,0,1,0
RYAN,2015,1,129.00,75,W,CAP,1,0,0
RYAN,2015,2,90.00,92,L,HAMM,0,1,0
RYAN,2015,3,138.00,76,W,JAMES,1,0,0
RYAN,2015,4,57.00,116,L,KYLE,0,1,0
RYAN,2015,5,116.00,77,W,CRAIG,1,0,0
RYAN,2015,6,98.00,95,W,MURPH,1,0,0
RYAN,2015,7,128.00,102,W,ERIC,1,0,0
RYAN,2015,8,92.00,110,L,LOTH,0,1,0
RYAN,2015,9,80.00,71,W,FIELER,1,0,0
RYAN,2015,10,70.00,73,L,CAP,0,1,0
RYAN,2015,11,49.00,80,L,HAMM,0,1,0
RYAN,2015,12,84.00,36,W,JAMES,1,0,0
RYAN,2015,13,77.00,76,W,KYLE,1,0,0
RYAN,2015,15,104.00,112,L,HAMM,0,1,0
RYAN,2015,16,134.00,51,W,LOTH,1,0,0
JAMES,2015,1,118.00,82,W,ERIC,1,0,0
JAMES,2015,2,86.00,103,L,LOTH,0,1,0
JAMES,2015,3,76.00,138,L,RYAN,0,1,0
JAMES,2015,4,80.00,88,L,CAP,0,1,0
JAMES,2015,5,89.00,88,W,HAMM,1,0,0
JAMES,2015,6,93.00,121,L,FIELER,0,1,0
JAMES,2015,7,121.00,89,W,KYLE,1,0,0
JAMES,2015,8,89.00,76,W,CRAIG,1,0,0
JAMES,2015,9,180.00,105,W,MURPH,1,0,0
JAMES,2015,10,102.00,83,W,ERIC,1,0,0
JAMES,2015,11,73.00,63,W,LOTH,1,0,0
JAMES,2015,12,36.00,84,L,RYAN,0,1,0
JAMES,2015,13,114.00,115,L,CAP,0,1,0
JAMES,2015,14,79.00,114,L,LOTH,0,1,0
JAMES,2015,15,130.00,104,W,MURPH,1,0,0
JAMES,2015,16,97.00,112,L,MURPH,0,1,0
CAP,2015,1,75.00,129,L,RYAN,0,1,0
CAP,2015,2,73.00,57,W,FIELER,1,0,0
CAP,2015,3,117.00,117.01,L,HAMM,0,1,0
CAP,2015,4,88.00,80,W,JAMES,1,0,0
CAP,2015,5,119.00,105,W,KYLE,1,0,0
CAP,2015,6,104.00,85,W,CRAIG,1,0,0
CAP,2015,7,105.00,83,W,MURPH,1,0,0
CAP,2015,8,98.00,65,W,ERIC,1,0,0
CAP,2015,9,95.00,105,L,LOTH,0,1,0
CAP,2015,10,73.00,70,W,RYAN,1,0,0
CAP,2015,11,53.00,96,L,FIELER,0,1,0
CAP,2015,12,106.00,94,W,HAMM,1,0,0
CAP,2015,13,115.00,114,W,JAMES,1,0,0
CAP,2015,15,93.00,82,W,LOTH,1,0,0
CAP,2015,16,71.00,101,L,HAMM,0,1,0
KYLE,2015,1,85.00,73,W,MURPH,1,0,0
KYLE,2015,2,98.00,114,L,ERIC,0,1,0
KYLE,2015,3,109.00,150,L,LOTH,0,1,0
KYLE,2015,4,116.00,71,W,ERIC,1,0,0
KYLE,2015,5,105.00,119,L,CAP,0,1,0
KYLE,2015,6,98.00,125,L,HAMM,0,1,0
KYLE,2015,7,89.00,121,L,JAMES,0,1,0
KYLE,2015,8,82.00,95,L,FIELER,0,1,0
KYLE,2015,9,100.00,107,L,CRAIG,0,1,0
KYLE,2015,10,94.00,126,L,MURPH,0,1,0
KYLE,2015,11,84.00,53,W,ERIC,1,0,0
KYLE,2015,12,94.00,75,W,LOTH,1,0,0
KYLE,2015,13,76.00,77,L,RYAN,0,1,0
KYLE,2015,14,79.00,82,L,ERIC,0,1,0
KYLE,2015,15,105.00,148,L,CRAIG,0,1,0
KYLE,2015,16,84.00,69,W,FIELER,1,0,0
HAMM,2014,1,107.00,117,L,CRAIG,0,1,0
HAMM,2014,2,87.00,88,L,LOTH,0,1,0
HAMM,2014,3,105.00,85,W,FIELER,1,0,0
HAMM,2014,4,131.00,66,W,MURPH,1,0,0
HAMM,2014,5,76.00,108,L,ERIC,0,1,0
HAMM,2014,6,90.00,84,W,JETT,1,0,0
HAMM,2014,7,74.00,74,W,RYAN,1,0,0
HAMM,2014,8,123.99,88,W,COLLIN,1,0,0
HAMM,2014,9,84.00,87,L,DUKE,0,1,0
HAMM,2014,10,92.00,97,L,CAP,0,1,0
HAMM,2014,11,95.00,77,W,SOUP,1,0,0
HAMM,2014,12,122.00,109,W,CRAIG,1,0,0
HAMM,2014,13,154.00,84,W,LOTH,1,0,0
HAMM,2014,14,89.00,102,L,FIELER,0,1,0
HAMM,2014,15,114.00,107,W,CAP,1,0,0
HAMM,2014,16,78.00,87,L,CRAIG,0,1,0
HAMM,2014,17,129.00,84,W,RYAN,1,0,0
CRAIG,2014,1,117.00,107,W,HAMM,1,0,0
CRAIG,2014,2,47.00,120,L,FIELER,0,1,0
CRAIG,2014,3,85.00,68,W,ERIC,1,0,0
CRAIG,2014,4,107.00,104,W,RYAN,1,0,0
CRAIG,2014,5,116.00,87,W,DUKE,1,0,0
CRAIG,2014,6,97.00,68,W,SOUP,1,0,0
CRAIG,2014,7,75.00,124,L,LOTH,0,1,0
CRAIG,2014,8,114.00,111,W,MURPH,1,0,0
CRAIG,2014,9,124.00,41,W,JETT,1,0,0
CRAIG,2014,10,134.00,115,W,COLLIN,1,0,0
CRAIG,2014,11,110.00,86,W,CAP,1,0,0
CRAIG,2014,12,109.00,122,L,HAMM,0,1,0
CRAIG,2014,13,109.00,97,W,FIELER,1,0,0
CRAIG,2014,14,138.00,118,W,ERIC,1,0,0
CRAIG,2014,16,87.00,78,W,HAMM,1,0,0
CRAIG,2014,17,79.00,75,W,SOUP,1,0,0
LOTH,2014,1,75.00,129,L,SOUP,0,1,0
LOTH,2014,2,88.00,87,W,HAMM,1,0,0
LOTH,2014,3,68.00,130,L,MURPH,0,1,0
LOTH,2014,4,88.00,83,W,JETT,1,0,0
LOTH,2014,5,83.00,108,L,COLLIN,0,1,0
LOTH,2014,6,84.00,54,W,CAP,1,0,0
LOTH,2014,7,124.00,75,W,CRAIG,1,0,0
LOTH,2014,8,81.00,118,L,FIELER,0,1,0
LOTH,2014,9,57.00,110,L,ERIC,0,1,0
LOTH,2014,10,81.00,92,L,RYAN,0,1,0
LOTH,2014,11,79.00,45,W,DUKE,1,0,0
LOTH,2014,12,80.00,79,W,SOUP,1,0,0
LOTH,2014,13,84.00,154,L,HAMM,0,1,0
LOTH,2014,14,110.00,69,W,MURPH,1,0,0
LOTH,2014,15,62.00,42,W,MURPH,1,0,0
LOTH,2014,16,122.00,97,W,COLLIN,1,0,0
LOTH,2014,17,46.00,88,L,JETT,0,1,0
FIELER,2014,1,70.00,79,L,CAP,0,1,0
FIELER,2014,2,120.00,47,W,CRAIG,1,0,0
FIELER,2014,3,85.00,105,L,HAMM,0,1,0
FIELER,2014,4,103.00,86,W,ERIC,1,0,0
FIELER,2014,5,73.00,101,L,RYAN,0,1,0
FIELER,2014,6,119.00,84,W,DUKE,1,0,0
FIELER,2014,7,67.00,93,L,SOUP,0,1,0
FIELER,2014,8,118.00,81,W,LOTH,1,0,0
FIELER,2014,9,111.00,87,W,MURPH,1,0,0
FIELER,2014,10,127.00,94,W,JETT,1,0,0
FIELER,2014,11,94.00,100,L,COLLIN,0,1,0
FIELER,2014,12,93.00,118,L,CAP,0,1,0
FIELER,2014,13,97.00,109,L,CRAIG,0,1,0
FIELER,2014,14,102.00,89,W,HAMM,1,0,0
FIELER,2014,15,77.00,137,L,COLLIN,0,1,0
FIELER,2014,16,41.00,87,L,JETT,0,1,0
FIELER,2014,17,49.00,68,L,DUKE,0,1,0
MURPH,2014,1,93.00,95,L,DUKE,0,1,0
MURPH,2014,2,81.00,99,L,SOUP,0,1,0
MURPH,2014,3,130.00,68,W,LOTH,1,0,0
MURPH,2014,4,66.00,131,L,HAMM,0,1,0
MURPH,2014,5,98.00,64,W,JETT,1,0,0
MURPH,2014,6,104.00,107,L,COLLIN,0,1,0
MURPH,2014,7,93.00,51,W,CAP,1,0,0
MURPH,2014,8,111.00,114,L,CRAIG,0,1,0
MURPH,2014,9,87.00,111,L,FIELER,0,1,0
MURPH,2014,10,78.00,123,L,ERIC,0,1,0
MURPH,2014,11,83.00,66,W,RYAN,1,0,0
MURPH,2014,12,90.00,75,W,DUKE,1,0,0
MURPH,2014,13,102.00,80,W,SOUP,1,0,0
MURPH,2014,14,69.00,110,L,LOTH,0,1,0
MURPH,2014,15,42.00,62,L,LOTH,0,1,0
MURPH,2014,16,94.00,77,W,DUKE,1,0,0
MURPH,2014,17,91.00,110,L,COLLIN,0,1,0
ERIC,2014,1,86.00,100,L,COLLIN,0,1,0
ERIC,2014,2,114.00,73,W,CAP,1,0,0
ERIC,2014,3,68.00,85,L,CRAIG,0,1,0
ERIC,2014,4,86.00,103,L,FIELER,0,1,0
ERIC,2014,5,108.00,76,W,HAMM,1,0,0
ERIC,2014,6,101.00,137,L,RYAN,0,1,0
ERIC,2014,7,113.00,85,W,DUKE,1,0,0
ERIC,2014,8,109.00,120,L,SOUP,0,1,0
ERIC,2014,9,110.00,57,W,LOTH,1,0,0
ERIC,2014,10,123.00,78,W,MURPH,1,0,0
ERIC,2014,11,109.00,58,W,JETT,1,0,0
ERIC,2014,12,120.00,120,W,COLLIN,1,0,0
ERIC,2014,13,168.99,93,W,CAP,1,0,0
ERIC,2014,14,118.00,138,L,CRAIG,0,1,0
ERIC,2014,15,78.00,103,L,SOUP,0,1,0
ERIC,2014,16,91.00,102,L,CAP,0,1,0
ERIC,2014,17,66.00,94,L,CAP,0,1,0
RYAN,2014,1,86.00,95,L,JETT,0,1,0
RYAN,2014,2,92.00,74,W,COLLIN,1,0,0
RYAN,2014,3,73.00,78,L,CAP,0,1,0
RYAN,2014,4,104.00,107,L,CRAIG,0,1,0
RYAN,2014,5,101.00,73,W,FIELER,1,0,0
RYAN,2014,6,137.00,101,W,ERIC,1,0,0
RYAN,2014,7,74.00,74.01,L,HAMM,0,1,0
RYAN,2014,8,99.00,51,W,DUKE,1,0,0
RYAN,2014,9,82.00,79,W,SOUP,1,0,0
RYAN,2014,10,92.00,81,W,LOTH,1,0,0
RYAN,2014,11,66.00,83,L,MURPH,0,1,0
RYAN,2014,12,108.00,35,W,JETT,1,0,0
